,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
1513,947.7,89,5,526.15,35.05,18441.5575,29,364,32.42,11800.88,162,13.53,73.01,2020,0
1514,88.2,36,1,749.09,97.16,72781.5844,28,12,94.23,1130.76,737,12.59,165.41,2020,1
1515,829.54,46,6,791.43,83.3,65926.119,7,538,80.55,43335.9,253,66.42,59.81,2020,1
1516,784.51,67,7,483.23,95.9,46341.757,16,385,97.06,37368.1,98,96.76,40.85,2020,1
1517,611.2,51,1,576.38,86.55,49885.689,26,374,85.84,32104.16,202,13.85,87.38,2020,1
1518,655.0,12,6,389.06,10.64,4139.5984,5,57,5.94,338.58,332,28.67,169.03,2020,0
1519,775.85,64,3,496.67,94.44,46905.5148,45,9,96.17,865.53,487,76.02,116.07,2020,2
1520,738.88,17,3,257.64,71.21,18346.5444,75,226,66.65,15062.9,31,59.49,81.78,2020,0
1521,779.92,16,3,901.4,71.63,64567.282,27,135,69.38,9366.3,766,73.15,148.37,2020,1
1522,777.29,60,7,329.38,15.8,5204.204,12,107,16.18,1731.26,222,87.91,188.22,2020,0
1523,902.85,85,1,611.84,93.52,57219.2768,26,92,94.17,8663.64,519,75.46,182.39,2020,2
1524,873.47,28,9,735.21,15.62,11483.9802,14,603,16.74,10094.22,132,90.65,137.67,2020,0
1525,615.75,20,10,242.31,14.87,3603.1497,109,160,11.35,1816.0,82,36.67,116.75,2020,0
1526,708.65,91,9,905.87,56.97,51607.4139,8,686,59.89,41084.54,219,96.71,128.03,2020,1
1527,236.86,16,5,148.7,42.22,6278.114,26,135,45.24,6107.4,13,41.16,179.77,2020,0
1528,47.77,66,5,34.18,27.51,940.2918,26,2,30.13,60.26,32,64.72,163.51,2020,0
1529,872.78,35,1,373.21,38.88,14510.4048,1,166,36.18,6005.88,207,26.68,44.52,2020,0
1530,774.5,29,2,572.47,31.03,17763.7441,35,451,32.35,14589.85,121,66.28,146.25,2020,0
1531,884.22,29,9,642.56,77.25,49637.76,9,224,72.58,16257.92,418,75.73,20.76,2020,2
1532,533.28,48,3,169.48,81.61,13831.2628,28,5,80.67,403.35,164,53.94,186.68,2020,0
1533,936.43,78,3,721.28,73.01,52660.6528,26,282,70.25,19810.5,439,18.93,168.21,2020,2
1534,897.49,99,3,702.76,30.2,21223.352,76,143,34.3,4904.9,559,61.64,148.72,2020,0
1535,22.6,83,6,823.35,87.87,72347.7645,5,275,91.27,25099.25,548,78.39,115.46,2020,1
1536,325.27,92,3,360.65,47.81,17242.6765,76,86,51.3,4411.8,274,36.03,104.5,2020,0
1537,968.45,82,9,924.36,88.1,81436.116,12,908,86.3,78360.4,16,51.92,198.63,2020,1
1538,633.62,53,5,936.38,22.95,21489.921,21,570,25.18,14352.6,366,89.81,73.82,2020,0
1539,16.53,25,9,959.18,58.25,55872.235,7,408,60.5,24684.0,551,45.94,143.44,2020,1
1540,784.53,17,3,589.89,10.97,6471.0933,45,553,11.7,6470.1,36,93.14,157.24,2020,0
1541,88.02,56,2,146.73,90.03,13210.1019,28,51,89.91,4585.41,95,39.84,86.76,2020,0
1542,795.06,92,1,726.29,30.09,21854.0661,1,281,33.41,9388.21,445,23.93,181.57,2020,0
1543,415.75,69,2,918.72,82.76,76033.2672,39,495,82.86,41015.7,423,44.15,55.94,2020,1
1544,245.89,94,3,611.18,81.77,49976.1886,55,86,86.06,7401.16,525,91.35,190.37,2020,2
1545,431.64,37,6,103.34,24.46,2527.6964,6,27,20.51,553.77,76,47.34,55.94,2020,0
1546,760.9,50,7,165.3,80.44,13296.732,18,106,78.62,8333.72,59,70.75,114.91,2020,0
1547,154.09,40,3,927.51,12.2,11315.622,70,423,12.02,5084.46,504,56.29,77.75,2020,0
1548,969.8,27,8,50.07,57.79,2893.5453,10,6,54.42,326.52,44,23.78,163.76,2020,0
1549,967.87,65,6,882.33,59.28,52304.5224,7,539,54.83,29553.37,343,70.76,76.46,2020,1
1550,932.48,37,2,28.08,81.67,2293.2936,28,2,85.59,171.18,26,72.78,123.45,2020,0
1551,316.49,98,9,22.58,52.78,1191.7724,14,13,49.72,646.36,9,16.47,191.8,2020,0
1552,827.34,11,9,277.45,97.28,26990.336,14,155,93.74,14529.7,122,26.17,112.05,2020,2
1553,453.58,85,5,937.61,14.67,13754.7387,28,115,13.71,1576.65,822,45.08,82.8,2020,0
1554,705.01,24,9,88.69,87.53,7763.0357,10,26,87.3,2269.8,62,31.49,106.59,2020,0
1555,544.54,55,8,521.12,30.78,16040.0736,12,254,31.4,7975.6,267,35.44,157.61,2020,0
1556,363.62,83,8,803.03,57.69,46326.8007,7,6,59.52,357.12,797,75.54,151.71,2020,2
1557,759.69,11,4,895.74,79.47,71184.4578,27,272,82.86,22537.92,623,35.38,44.99,2020,1
1558,531.35,67,3,674.17,37.03,24964.5151,65,130,37.23,4839.9,544,61.21,150.27,2020,0
1559,451.45,73,5,442.01,50.38,22268.4638,21,435,54.26,23603.1,7,20.32,84.27,2020,2
1560,664.18,77,4,978.53,96.67,94594.4951,29,589,95.7,56367.3,389,95.08,106.34,2020,1
1561,318.91,78,1,495.25,96.69,47885.7225,21,411,95.54,39266.94,84,74.82,189.27,2020,1
1562,297.1,46,10,217.19,56.6,12292.954,127,193,54.87,10589.91,24,21.65,96.28,2020,0
1563,171.08,42,7,7.45,41.48,309.026,16,1,42.9,42.9,6,45.08,76.86,2020,0
1564,630.31,62,6,9.63,60.5,582.615,5,2,56.53,113.06,7,14.85,46.99,2020,0
1565,675.9,56,1,244.06,80.82,19724.9292,2,186,80.73,15015.78,58,38.47,106.8,2020,0
1566,485.43,32,8,695.69,80.4,55933.476,10,304,78.42,23839.68,391,48.13,137.66,2020,1
1567,769.07,16,9,459.4,72.58,33343.252,11,290,69.49,20152.1,169,81.9,124.88,2020,2
1568,193.51,88,6,823.85,43.48,35820.998,5,578,42.66,24657.48,245,66.24,66.53,2020,2
1569,651.15,96,10,979.11,71.81,70309.8891,80,921,67.99,62618.79,58,65.24,29.82,2020,1
1570,80.65,21,7,25.84,92.76,2396.9184,13,17,88.28,1500.76,8,29.73,45.25,2020,0
1571,726.57,57,9,770.27,80.1,61698.627,7,557,81.76,45540.32,213,83.63,79.83,2020,1
1572,862.12,91,10,886.48,53.46,47391.2208,61,192,56.15,10780.8,694,96.37,188.55,2020,2
1573,604.26,26,7,750.85,85.78,64407.913,13,733,82.5,60472.5,17,32.36,59.68,2020,1
1574,403.55,85,3,655.72,14.42,9455.4824,26,329,11.6,3816.4,326,27.59,90.87,2020,0
1575,823.03,26,6,352.68,28.69,10118.3892,7,104,32.53,3383.12,248,30.77,137.37,2020,0
1576,593.34,63,6,838.68,25.58,21453.4344,6,625,24.75,15468.75,213,78.68,50.55,2020,0
1577,283.31,85,5,393.74,78.43,30881.0282,29,235,79.22,18616.7,158,42.38,81.0,2020,2
1578,608.73,80,3,210.83,86.06,18144.0298,88,82,89.73,7357.86,128,66.8,122.56,2020,0
1579,114.15,27,5,559.48,28.68,16045.8864,26,557,27.09,15089.13,2,98.19,49.29,2020,0
1580,399.67,67,10,585.14,48.61,28443.6554,109,382,44.88,17144.16,203,33.74,33.34,2020,2
1581,90.33,91,10,134.46,38.12,5125.6152,74,80,37.5,3000.0,54,69.96,92.71,2020,0
1582,189.35,69,9,663.14,27.69,18362.3466,12,146,31.88,4654.48,517,11.64,25.87,2020,0
1583,666.02,82,7,809.49,14.4,11656.656,14,422,17.37,7330.14,387,79.76,20.23,2020,0
1584,486.21,36,8,374.13,74.86,28007.3718,13,2,79.06,158.12,372,17.94,110.39,2020,0
1585,902.59,44,3,535.87,16.85,9029.4095,77,181,19.38,3507.78,354,35.68,162.42,2020,0
1586,656.75,78,5,100.03,94.41,9443.8323,30,77,92.75,7141.75,23,34.13,186.52,2020,0
1587,755.34,55,8,320.25,48.42,15506.505,12,212,49.6,10515.2,108,91.95,177.84,2020,0
1588,111.61,88,2,881.37,40.72,35889.3864,28,555,36.83,20440.65,326,28.99,129.82,2020,2
1589,399.64,76,2,904.02,57.46,51944.9892,37,51,58.11,2963.61,853,17.19,46.42,2020,2
1590,494.53,94,5,491.96,73.47,36144.3012,25,222,74.92,16632.24,269,86.79,65.95,2020,2
1591,843.84,32,6,109.98,80.51,8854.4898,7,26,82.29,2139.54,83,50.92,55.39,2020,0
1592,293.77,31,3,946.42,12.66,11981.6772,65,862,15.52,13378.24,84,60.01,67.53,2020,0
1593,119.29,82,8,302.45,33.11,10014.1195,8,1,34.73,34.73,301,49.97,87.76,2020,0
1594,64.51,44,1,493.25,60.09,29639.3925,1,216,56.95,12301.2,277,74.26,69.14,2020,2
1595,758.03,100,10,270.14,86.62,23399.5268,83,207,81.95,16963.65,63,91.01,32.92,2020,2
1596,219.65,69,3,755.23,45.0,33985.35,59,598,42.73,25552.54,157,88.19,183.47,2020,2
1597,60.09,85,10,438.33,85.04,37275.5832,131,125,84.05,10506.25,313,63.01,36.22,2020,2
1598,166.54,60,10,388.15,76.7,29771.105,115,387,77.97,30174.39,1,84.74,20.41,2020,2
1599,309.47,70,10,531.05,74.75,39695.9875,139,373,70.64,26348.72,158,87.02,176.88,2020,2
1600,591.94,14,5,377.88,40.63,15353.2644,24,137,36.08,4942.96,240,67.31,53.97,2020,0
1601,146.65,72,9,303.97,34.59,10514.3223,9,233,39.22,9138.26,70,96.09,103.32,2020,0
1602,425.32,11,4,28.96,35.95,1041.112,24,23,36.17,831.91,5,69.23,22.17,2020,0
1603,681.03,99,9,436.22,30.38,13252.3636,7,38,33.93,1289.34,398,12.0,38.9,2020,0
1604,530.24,94,10,310.76,82.19,25541.3644,111,94,83.14,7815.16,216,80.28,76.57,2020,2
1605,392.07,19,7,619.5,91.93,56950.635,14,50,90.59,4529.5,569,48.55,170.28,2020,2
1606,77.51,16,10,241.37,88.74,21419.1738,76,177,92.85,16434.45,64,42.94,181.0,2020,2
1607,250.07,56,9,500.21,95.69,47865.0949,9,384,97.97,37620.48,116,80.87,38.88,2020,1
1608,780.7,57,4,301.39,10.83,3264.0537,27,156,11.51,1795.56,145,38.7,104.32,2020,0
1609,116.31,60,4,558.58,63.64,35548.0312,21,5,68.44,342.2,553,67.64,103.99,2020,2
1610,135.71,38,2,873.36,98.65,86156.964,32,558,103.2,57585.6,315,31.47,61.31,2020,1
1611,238.36,93,8,791.47,59.12,46791.7064,14,111,63.44,7041.84,680,87.33,73.75,2020,2
1612,145.65,31,6,974.02,83.47,81301.4494,7,243,87.47,21255.21,731,50.44,183.89,2020,1
1613,582.56,53,2,310.03,67.29,20861.9187,26,90,70.51,6345.9,220,99.4,178.26,2020,0
1614,605.97,48,10,401.31,21.99,8824.8069,91,96,26.04,2499.84,305,68.57,108.75,2020,0
1615,169.17,46,3,68.79,28.16,1937.1264,35,26,26.9,699.4,42,99.11,124.57,2020,0
1616,184.23,77,7,330.44,65.47,21633.9068,16,118,68.25,8053.5,212,34.62,62.84,2020,0
1617,50.65,64,10,769.7,47.84,36822.448,101,423,48.77,20629.71,346,18.81,46.89,2020,2
1618,81.79,21,10,700.38,71.02,49740.9876,73,42,69.67,2926.14,658,70.43,137.91,2020,2
1619,623.2,65,10,423.1,67.22,28440.782,96,335,68.0,22780.0,88,31.48,93.99,2020,2
1620,357.31,13,3,879.44,42.12,37042.0128,40,726,45.32,32902.32,153,52.7,93.35,2020,2
1621,314.63,60,8,947.8,35.44,33590.032,12,163,36.68,5978.84,784,97.6,35.34,2020,2
1622,175.31,69,6,336.47,65.23,21947.9381,6,108,61.59,6651.72,228,63.42,100.69,2020,0
1623,116.84,26,5,285.29,22.96,6550.2584,29,185,19.33,3576.05,100,34.0,44.44,2020,0
1624,23.96,88,2,152.98,66.77,10214.4746,34,24,67.24,1613.76,128,95.96,78.85,2020,0
1625,733.82,21,7,134.21,93.92,12605.0032,16,67,94.33,6320.11,67,55.96,119.04,2020,0
1626,751.25,49,4,41.25,70.66,2914.725,28,6,73.84,443.04,35,85.92,95.36,2020,0
1627,838.87,98,9,154.79,67.3,10417.367,7,115,66.21,7614.15,39,68.51,49.79,2020,0
1628,592.06,98,8,512.5,56.48,28946.0,8,504,60.63,30557.52,8,95.1,134.83,2020,2
1629,682.26,51,5,419.9,77.7,32626.23,29,410,73.83,30270.3,9,75.28,143.34,2020,2
1630,180.86,20,1,633.39,38.96,24676.8744,25,430,39.97,17187.1,203,97.82,32.83,2020,2
1631,409.28,94,5,266.25,77.62,20666.325,29,186,75.61,14063.46,80,40.72,27.88,2020,0
1632,187.93,12,6,843.45,95.96,80937.462,7,604,96.93,58545.72,239,24.72,23.16,2020,1
1633,245.16,77,9,372.36,77.6,28895.136,10,47,74.07,3481.29,325,67.7,32.37,2020,2
1634,503.47,72,8,564.28,74.1,41813.148,10,180,74.13,13343.4,384,59.23,63.63,2020,2
1635,194.89,63,9,563.42,16.08,9059.7936,11,146,15.02,2192.92,417,56.22,176.79,2020,0
1636,232.45,52,1,810.55,41.34,33508.137,28,579,44.43,25724.97,231,65.23,59.52,2020,2
1637,88.31,32,5,953.78,92.68,88396.3304,21,224,91.65,20529.6,729,94.9,128.97,2020,1
1638,19.27,40,7,334.81,74.9,25077.269,16,229,79.43,18189.47,105,15.24,91.31,2020,2
1639,884.78,36,1,87.55,38.7,3388.185,1,77,34.09,2624.93,10,72.66,91.53,2020,0
1640,824.44,53,7,987.87,98.83,97631.1921,13,39,102.78,4008.42,948,45.84,144.69,2020,1
1641,96.3,99,4,519.0,96.05,49849.95,24,86,99.5,8557.0,433,82.64,67.77,2020,2
1642,901.6,93,5,848.03,92.97,78841.3491,30,441,90.81,40047.21,407,87.6,107.27,2020,1
1643,219.98,54,7,84.16,15.63,1315.4208,13,22,11.16,245.52,62,20.98,117.21,2020,0
1644,776.07,94,4,852.59,11.74,10009.4066,30,541,7.37,3987.17,311,39.05,71.59,2020,0
1645,686.78,40,7,740.51,47.03,34826.1853,13,732,46.47,34016.04,8,69.07,41.29,2020,2
1646,886.01,67,8,172.97,55.76,9644.8072,10,135,53.77,7258.95,37,33.77,165.62,2020,0
1647,836.93,43,4,862.73,98.65,85108.3145,23,7,99.66,697.62,855,14.71,51.89,2020,1
1648,392.76,89,2,901.18,53.26,47996.8468,34,637,51.25,32646.25,264,84.76,98.3,2020,1
1649,597.3,32,6,379.93,34.68,13175.9724,7,346,38.62,13362.52,33,45.63,185.85,2020,0
1650,145.3,10,10,703.07,10.6,7452.542,145,482,7.88,3798.16,221,53.52,41.09,2020,0
1651,408.85,80,5,991.37,33.25,32963.0525,21,828,35.54,29427.12,163,68.4,150.17,2020,2
1652,284.91,13,8,181.24,92.26,16721.2024,11,90,95.74,8616.6,91,63.87,31.72,2020,0
1653,16.22,49,3,34.5,63.84,2202.48,73,28,62.4,1747.2,6,78.23,34.91,2020,0
1654,347.94,33,7,732.5,92.06,67433.95,15,153,89.5,13693.5,579,54.51,174.76,2020,1
1655,783.08,36,2,889.09,42.82,38070.8338,26,58,45.42,2634.36,831,95.71,55.92,2020,2
1656,359.04,60,1,479.73,32.19,15442.5087,2,449,28.55,12818.95,30,23.48,173.97,2020,0
1657,619.81,46,7,227.38,22.06,5016.0028,12,116,24.29,2817.64,111,84.72,106.35,2020,0
1658,46.01,55,7,87.48,58.93,5155.1964,15,71,56.04,3978.84,16,18.03,83.59,2020,0
1659,443.51,32,10,234.57,68.52,16072.7364,117,112,64.53,7227.36,122,12.8,60.75,2020,0
1660,926.74,68,9,647.64,15.87,10278.0468,14,16,12.24,195.84,631,71.49,83.74,2020,0
1661,692.56,80,6,228.33,77.46,17686.4418,7,5,73.42,367.1,223,27.99,103.65,2020,0
1662,512.24,79,7,566.67,44.4,25160.148,16,328,42.42,13913.76,238,98.78,63.54,2020,2
1663,654.81,32,2,728.55,11.2,8159.76,38,131,11.82,1548.42,597,76.76,26.51,2020,0
1664,285.83,97,2,587.8,42.02,24699.356,34,343,45.02,15441.86,244,64.14,26.16,2020,2
1665,939.31,90,9,546.57,56.27,30755.4939,13,421,51.69,21761.49,125,49.47,197.11,2020,2
1666,509.14,95,5,50.02,39.51,1976.2902,26,29,38.91,1128.39,21,12.22,36.49,2020,0
1667,482.75,74,9,677.95,16.13,10935.3335,12,473,14.21,6721.33,204,43.2,32.12,2020,0
1668,98.16,75,10,418.72,78.95,33057.944,68,94,75.33,7081.02,324,29.73,84.99,2020,2
1669,505.72,33,5,501.7,24.83,12457.211,21,488,21.88,10677.44,13,14.03,43.49,2020,0
1670,412.69,88,6,385.41,26.18,10090.0338,6,270,30.27,8172.9,115,52.16,20.14,2020,0
1671,456.36,45,6,565.23,86.39,48830.2197,6,305,84.57,25793.85,260,25.75,124.9,2020,2
1672,517.95,33,7,858.82,87.33,75000.7506,12,818,91.62,74945.16,40,57.1,110.47,2020,1
1673,195.15,56,6,607.71,45.51,27656.8821,5,474,40.99,19429.26,133,45.91,31.39,2020,2
1674,211.81,25,7,374.91,87.44,32782.1304,12,260,86.55,22503.0,114,14.48,50.4,2020,2
1675,561.2,71,10,670.03,81.4,54540.442,135,48,80.47,3862.56,622,14.67,103.95,2020,2
1676,276.7,82,6,86.18,65.58,5651.6844,5,53,69.46,3681.38,33,52.04,174.72,2020,0
1677,324.12,60,1,91.06,80.99,7374.9494,1,25,81.69,2042.25,66,64.1,137.44,2020,0
1678,320.55,39,5,296.78,82.62,24519.9636,23,199,80.35,15989.65,97,80.04,82.26,2020,2
1679,472.55,15,1,413.19,57.6,23799.744,28,38,60.44,2296.72,375,93.58,96.41,2020,0
1680,340.9,83,6,904.28,50.05,45259.214,5,376,51.13,19224.88,528,22.97,102.84,2020,2
1681,598.18,42,5,463.29,28.13,13032.3477,30,151,28.05,4235.55,312,48.38,103.51,2020,0
1682,637.95,70,10,697.67,28.79,20085.9193,83,186,28.39,5280.54,511,65.1,28.95,2020,0
1683,825.52,87,10,680.27,88.66,60312.7382,119,520,86.99,45234.8,160,67.05,26.91,2020,1
1684,846.18,19,8,836.97,35.66,29846.3502,14,268,33.14,8881.52,568,46.65,148.91,2020,2
1685,840.5,46,2,112.85,32.47,3664.2395,36,52,35.19,1829.88,60,86.89,165.86,2020,0
1686,33.0,17,5,697.59,42.33,29528.9847,30,65,45.25,2941.25,632,24.82,24.42,2020,2
1687,417.58,37,5,395.78,70.96,28084.5488,21,386,67.48,26047.28,9,10.71,70.63,2020,2
1688,773.2,58,1,611.91,38.65,23650.3215,26,274,34.77,9526.98,337,34.7,172.93,2020,0
1689,694.97,87,5,531.78,66.73,35485.6794,30,2,71.13,142.26,529,91.35,112.57,2020,2
1690,413.06,46,10,834.79,69.97,58410.2563,69,597,72.13,43061.61,237,20.13,163.29,2020,1
1691,479.16,94,6,431.5,34.04,14688.26,7,293,31.91,9349.63,138,59.57,39.42,2020,0
1692,846.03,81,6,430.85,26.01,11206.4085,6,227,30.3,6878.1,203,71.45,163.24,2020,0
1693,619.01,38,1,592.66,91.25,54080.225,1,552,92.15,50866.8,40,81.05,44.3,2020,1
1694,957.18,36,5,322.41,64.62,20834.1342,30,14,61.98,867.72,308,92.48,149.61,2020,0
1695,403.23,39,4,306.0,14.65,4482.9,25,95,9.97,947.15,211,18.38,37.9,2020,0
1696,74.96,52,9,238.0,78.88,18773.44,13,127,81.0,10287.0,111,94.08,83.78,2020,0
1697,536.88,19,10,195.58,96.7,18912.586,136,116,92.65,10747.4,79,77.43,96.75,2020,0
1698,587.19,26,2,615.14,74.52,45840.2328,39,63,76.46,4816.98,552,79.17,183.04,2020,2
1699,712.7,38,3,730.61,40.3,29443.583,45,725,38.73,28079.25,5,27.22,45.22,2020,2
1700,252.95,93,4,212.16,13.18,2796.2688,27,108,14.3,1544.4,104,94.32,146.26,2020,0
1701,720.23,36,1,227.16,45.53,10342.5948,21,208,44.24,9201.92,19,28.02,53.76,2020,0
1702,407.16,96,8,558.39,39.27,21927.9753,7,435,38.49,16743.15,123,16.98,33.86,2020,2
1703,212.92,46,10,93.38,50.72,4736.2336,99,13,48.92,635.96,80,25.8,35.2,2020,0
1704,554.29,72,8,312.71,91.53,28622.3463,10,74,92.1,6815.4,238,31.27,124.59,2020,2
1705,450.35,66,7,501.23,36.53,18309.9319,12,19,32.51,617.69,482,13.32,101.74,2020,0
1706,996.42,10,1,552.91,96.84,53543.8044,2,371,99.72,36996.12,181,58.23,123.05,2020,1
1707,745.27,51,1,741.58,64.89,48121.1262,1,569,68.81,39152.89,172,60.13,144.89,2020,1
1708,897.73,59,1,558.24,46.93,26198.2032,22,548,46.68,25580.64,10,81.05,85.7,2020,2
1709,906.58,10,4,621.4,66.95,41602.73,28,458,67.17,30763.86,163,92.08,151.04,2020,2
1710,361.5,58,6,556.91,33.73,18784.5743,7,10,34.01,340.1,546,64.06,104.34,2020,0
1711,253.86,96,6,550.85,99.78,54963.813,7,472,98.63,46553.36,78,23.41,108.44,2020,1
1712,738.35,79,5,725.1,52.68,38198.268,23,176,57.66,10148.16,549,36.46,76.44,2020,2
1713,713.0,19,4,449.98,67.72,30472.6456,24,35,64.92,2272.2,414,81.27,190.6,2020,2
1714,560.01,61,6,336.37,15.78,5307.9186,7,37,20.03,741.11,299,64.51,27.71,2020,0
1715,103.94,42,4,467.54,51.74,24190.5196,23,330,49.91,16470.3,137,58.64,149.95,2020,2
1716,143.55,34,2,817.98,81.59,66738.9882,38,86,76.85,6609.1,731,64.73,20.15,2020,1
1717,809.74,19,7,317.66,75.96,24129.4536,15,30,73.51,2205.3,287,76.7,132.79,2020,0
1718,919.23,58,1,180.57,46.67,8427.2019,27,4,43.05,172.2,176,77.97,37.5,2020,0
1719,333.17,68,4,378.91,21.1,7995.001,29,297,22.96,6819.12,81,63.07,153.79,2020,0
1720,845.6,57,3,209.17,65.15,13627.4255,45,121,69.99,8468.79,88,46.56,188.1,2020,0
1721,490.67,95,4,939.72,48.56,45632.8032,28,335,43.68,14632.8,604,44.03,87.33,2020,2
1722,101.9,94,3,52.6,88.81,4671.406,80,39,84.43,3292.77,13,64.85,97.44,2020,0
1723,353.35,52,9,845.76,39.15,33111.504,7,201,43.72,8787.72,644,15.69,137.98,2020,2
1724,281.75,73,6,330.94,70.51,23334.5794,7,274,71.49,19588.26,56,19.99,150.8,2020,2
1725,591.72,67,3,920.29,70.07,64484.7203,88,283,66.34,18774.22,637,86.71,133.23,2020,1
1726,201.85,15,9,36.1,91.17,3291.237,10,1,91.2,91.2,35,93.0,83.78,2020,0
1727,877.39,24,8,187.64,87.28,16377.2192,10,148,92.04,13621.92,39,86.63,87.77,2020,0
1728,928.6,58,1,398.72,42.5,16945.6,24,300,41.68,12504.0,98,53.78,89.0,2020,0
1729,426.39,26,7,473.65,80.8,38270.92,13,232,76.09,17652.88,241,37.58,176.65,2020,2
1730,934.84,40,2,567.25,10.78,6114.955,28,516,12.98,6697.68,51,57.92,48.94,2020,0
1731,221.52,99,10,687.87,21.48,14775.4476,133,330,21.41,7065.3,357,31.22,76.18,2020,0
1732,288.59,76,4,879.83,81.27,71503.7841,24,249,78.84,19631.16,630,33.03,105.73,2020,1
1733,39.15,55,3,571.47,35.8,20458.626,90,472,32.51,15344.72,99,74.19,78.03,2020,0
1734,785.51,84,2,743.6,61.06,45404.216,25,720,63.88,45993.6,23,60.63,147.44,2020,1
1735,869.06,31,6,915.0,18.2,16653.0,7,259,19.39,5022.01,656,23.03,83.28,2020,0
1736,827.14,66,8,171.89,42.04,7226.2556,8,150,46.04,6906.0,21,23.42,50.53,2020,0
1737,88.41,58,5,899.69,12.0,10796.28,30,344,8.3,2855.2,555,27.01,138.09,2020,0
1738,262.49,41,9,463.14,23.38,10828.2132,8,143,21.79,3115.97,320,40.89,126.65,2020,0
1739,517.86,85,2,292.22,58.51,17097.7922,38,257,53.52,13754.64,35,62.82,49.94,2020,0
1740,31.73,64,10,93.19,89.34,8325.5946,115,75,92.82,6961.5,18,35.67,55.89,2020,0
1741,218.01,74,7,91.83,36.14,3318.7362,14,73,35.97,2625.81,18,51.58,152.24,2020,0
1742,752.19,71,10,783.28,21.14,16558.5392,98,535,23.06,12337.1,248,79.8,152.71,2020,0
1743,494.73,55,5,68.79,33.96,2336.1084,22,1,36.51,36.51,67,21.06,125.6,2020,0
1744,550.51,18,1,946.88,65.09,61632.4192,2,658,69.31,45605.98,288,98.86,176.89,2020,1
1745,105.81,12,6,78.09,85.93,6710.2737,6,73,81.93,5980.89,5,96.7,140.42,2020,0
1746,724.85,61,6,186.26,18.01,3354.5426,7,52,14.94,776.88,134,15.37,62.23,2020,0
1747,155.13,27,6,586.66,75.38,44222.4308,6,165,73.82,12180.3,421,93.3,152.41,2020,2
1748,763.45,39,7,673.84,10.83,7297.6872,15,176,14.58,2566.08,497,77.19,63.16,2020,0
1749,128.33,98,1,861.63,74.56,64243.1328,2,583,71.46,41661.18,278,15.43,187.01,2020,1
1750,665.79,77,6,509.05,32.08,16330.324,6,74,36.62,2709.88,435,70.61,127.01,2020,0
1751,371.39,78,7,510.06,33.54,17107.4124,13,390,29.15,11368.5,120,92.08,123.76,2020,0
1752,791.04,15,4,668.32,88.11,58885.6752,21,105,89.29,9375.45,563,41.99,73.73,2020,2
1753,877.22,25,2,297.09,81.89,24328.7001,32,83,81.53,6766.99,214,12.56,147.0,2020,0
1754,113.01,98,5,909.73,12.78,11626.3494,28,424,8.13,3447.12,485,40.35,126.79,2020,0
1755,886.19,68,5,339.45,32.49,11028.7305,21,84,31.21,2621.64,255,55.23,141.39,2020,0
1756,811.18,73,8,41.39,67.85,2808.3115,13,9,65.07,585.63,32,44.27,67.3,2020,0
1757,65.98,53,9,832.72,33.17,27621.3224,13,237,35.6,8437.2,595,25.11,66.27,2020,2
1758,548.81,28,8,3.46,34.69,120.0274,9,2,39.66,79.32,1,56.65,138.76,2020,0
1759,814.41,48,6,958.86,22.9,21957.894,7,339,23.02,7803.78,619,72.84,85.53,2020,0
1760,864.84,64,10,136.55,35.46,4842.063,140,135,38.26,5165.1,1,13.88,140.27,2020,0
1761,82.84,90,10,680.47,85.47,58159.7709,120,203,87.38,17738.14,477,31.22,185.18,2020,1
1762,704.53,38,10,220.99,46.01,10167.7499,108,178,42.8,7618.4,42,44.05,190.86,2020,0
1763,751.92,92,4,62.58,71.68,4485.7344,26,58,74.46,4318.68,4,53.4,76.28,2020,0
1764,284.26,73,4,121.89,46.71,5693.4819,29,68,43.73,2973.64,53,90.62,83.96,2020,0
1765,58.76,58,1,375.27,62.62,23499.4074,2,316,59.12,18681.92,59,75.25,44.18,2020,2
1766,119.29,67,10,137.71,10.19,1403.2649,120,91,5.61,510.51,46,87.18,150.44,2020,0
1767,258.09,67,7,326.19,63.67,20768.5173,18,146,63.39,9254.94,180,50.06,155.74,2020,0
1768,321.15,96,9,656.42,48.85,32066.117,8,132,48.59,6413.88,524,69.95,142.64,2020,2
1769,575.62,67,6,796.77,75.36,60044.5872,5,292,76.29,22276.68,504,75.77,78.09,2020,1
1770,632.45,64,8,907.78,58.85,53422.853,13,115,58.52,6729.8,792,75.31,59.09,2020,2
1771,674.46,92,10,129.37,24.16,3125.5792,148,81,19.79,1602.99,48,91.67,32.63,2020,0
1772,889.62,33,10,265.64,42.34,11247.1976,133,47,38.48,1808.56,218,91.2,141.21,2020,0
1773,683.15,47,3,160.57,44.13,7085.9541,79,45,45.36,2041.2,115,10.21,66.69,2020,0
1774,629.79,69,10,228.21,91.51,20883.4971,124,103,95.02,9787.06,125,98.04,61.63,2020,0
1775,975.47,71,1,658.25,48.08,31648.66,29,520,51.54,26800.8,138,59.62,92.17,2020,2
